TransactionID,Company,TransactionDate,TransactionTime,Site,AssetType,AssetID,AssetName,FuelType,Quantity,Unit,PricePerUnit_LKR,TotalCost_LKR,Supplier,ReceiptNo,PaymentMethod,DriverOperator,OdometerKM,GeneratorHours,WeatherCondition,OperationalContext,Notes
FT-202607-00124,LankaTech Solutions (Pvt) Ltd,13-Jul-2026,19:13:41,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf,diesel,43.27,L,295.08,12768.11,Local Fuel Station,RCP-802504,Corporate Credit,Dinesh Kumara,56643.0,,Flooding,Maintenance work,REFUELLING COMPLETED AT APPROVED STATION.
FT-202607-00574,LankaTech Solutions (Pvt) Ltd,19/07/2026,07:01:53,Kurunegala Warehouse,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel,33.36,ltr,293.89,9804.17,Lanka IOC,RCP-935284,company fuel card,Dinesh Kumara,45038.0,,Wet Roads,Emergency operations,Regular diesel refill for Mitsubishi Canter.
FT-202607-00482,LANKATECH SOLUTIONS (PVT) LTD,17-Jul-2026,17:09:05,Kandy branch,Generator,GEN-KDY-01,Diesel Generator,DIESEL,109.87,L,295.3,32444.61,Local Fuel Station,RCP-962014,Fuel Account,Amal Fernando,,17.6,Wet Roads,Warehouse operations,Fuel purchased for operational requirement.
FT-202607-00218,lankatech solutions (pvt) ltd,25-Jul-2026,08:37:37,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,Diesel,49.79,ltr,323.62,16113.04,Company Fuel Depot,RCP-836053,Company Fuel Card,Ruwan Bandara,24732.0,,Very Hot,Emergency operations,Refuelling completed at approved station.
FT-202607-01388,LankaTech Solutions (Pvt) Ltd,29-07-2026,16:39:47,kandyBranch,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,19.46,ltr,325.57,6335.59,Lanka IOC,RCP-473493,Company Fuel Card,Pradeep Kumar,28712.0,,Wet Roads,Warehouse operations,Emergency fuel top-up.
FT-202607-01131,LankaTech Solutions (Pvt) Ltd,13-07-2026,07:02:34, Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf,DiesEl,39.23,LTR,300.45,11786.65,Local Fuel Station,RCP-912209,Corporate Credit,Sahan Wijesinghe,102806.0,,Heavy Rain,Routine operations,Emergency fuel top-up.
FT-202607-00968,LankaTech Solutions (Pvt) Ltd,2026/07/08,19:43:59,Colombo head office,Vehicle,WP QK 6723,Honda Fit,Petrol,27.81,Ltrs,335.01,9316.63,Lanka IOC,RCP-613936,Cash,,169322.0,,Heavy Rain,Inter-branch transfer,Regular petrol refill for Honda Fit.
FT-202607-01137,LankaTech Solutions (Pvt) Ltd,25-07-2026,14:07:22, Kandy Branch,Vehicle,CP BDT 5521,Toyota TownAce, Diesel,62.1,Litres,313.06,19441.03,Company Fuel Depot,RCP-408465,corporate credit,Lahiru Senanayake,123682.0,,Rain,Month-end deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-00990,LankaTech Solutions (Pvt) Ltd,17/07/2026,16:26:33,Kurunegala Warehouse,Vehicle,WP CBA 1198,Toyota Corolla,PETROL,46.26,l,339.56,15708.05,  ,RCP-767557,company fuel card,Pradeep Kumar,117183.0,,Flooding,Maintenance work,
FT-202607-00217,LankaTech Solutions (Pvt) Ltd,10 Jul 2026,11:26:31,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,42.6,Litres,294.64,12551.66,Lanka IOC,RCP-551647,company fuel card,Kasun Fernando,,8.7,Rain,Warehouse operations, Generator fuel top-up during warehouse operations. 
FT-202607-00551,LankaTech Solutions (Pvt) Ltd,22-07-2026,11:08:29,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter, Diesel,46.52,ltr,285.31,13272.62,Company Fuel Depot,RCP-330598,fuel_account,Sahan Wijesinghe ,42637.0,,Wet Roads,Month-end deliveries,REGULAR DIESEL REFILL FOR MITSUBISHI CANTER.
FT-202607-00959,LankaTech Solutions (Pvt) Ltd,25-07-2026,11:20:15,Colombo Head Office,Vehicle,WP QK 6723,Honda Fit,petrol ,26.98,Litres,319.25,8613.36,Local Fuel Station,RCP-236148,Company Fuel Card,Kasun Fernando,150752.0,,Wet Roads,Inter-branch transfer,generator use
FT-202607-00429,LankaTech Solutions (Pvt) Ltd,14-07-2026,11:52:25,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,29.06,L ,342.67,9957.99,Local Fuel Station,RCP-191009,Company Fuel Card,Ruwan Bandara,127020.0,,Flooding,Maintenance work,Fuel purchased for operational requirement.
FT-202607-00562,LankaTech Solutions (Pvt) Ltd,22-Jul-2026,12:44:46,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf,DIESEL,50.68,L ,292.66,14832.01, Ceypetco,RCP-605002,cash,,18225.0,,Rain,Routine operations, Additional trip resulted in higher consumption. 
FT-202607-00783,LankaTech Solutions (Pvt) Ltd,08/07/2026,07:35:06,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator,Diesel,161.13,L ,291.75,47009.68,Local Fuel Station,RCP-734393,corporate credit,Pradeep Kumar,,16.9,Very Hot,Emergency operations,Routine fuel purchase.
FT-202607-00191,LankaTech Solutions (Pvt) Ltd,02/07/2026,15:10:32,Colombo HO,Vehicle,WP QK 6723,Honda Fit,PetRol,35.57,l,332.75,11835.92,Lanka IOC,RCP-287965,Fuel Account,Lahiru Senanayake,104757.0,,Flooding,Routine operations,Regular petrol refill for Honda Fit.
FT-202607-00594,LankaTech Solutions (Pvt) Ltd,09-Jul-2026,12:10:50,Colombo HO,Vehicle,WP CBA 1198,Toyota Corolla,petrol,35.51,L ,327.58,11632.37,Company Fuel Depot,RCP-386159,Fuel Account,Ruwan Bandara,126258.0,,Flooding,Emergency operations,Regular petrol refill for Toyota Corolla.
FT-202607-01328,LankaTech Solutions (Pvt) Ltd,2026-07-19,16:49:20,Galle Branch,Vehicle,WP CBA 1198,Toyota Corolla,petrol,47.49,Litres,324.31,15401.48,Ceypetco,RCP-517036,FUEL CARD,Sahan Wijesinghe,62611.0,,Flooding,Inter-Branch Transfer,Fuel issued as per request.
FT-202607-01290,LankaTech Solutions (Pvt) Ltd,2026-07-08,20:29:22,Kandy Branch,Vehicle,WP CBA 1198,Toyota Corolla, Petrol,42.71,l,299.62,12796.77,Local Fuel Station,RCP-567793,Fuel Account,Tharindu Silva,179886.0,,Rain,Warehouse operations,Routine fuel purchase.
FT-202607-01497,LankaTech Solutions (Pvt) Ltd,31-Jul-2026,08:39:43,Kurunegala Warehouse,Vehicle,CP CAE 9911,Mitsubishi Canter,DiesEl,54.06,Ltrs,295.24,15960.67, Local Fuel Station,RCP-382951,corporate credit,Nimal Perera,27658.0,,Rain,Month-end deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-01342,LankaTech Solutions (Pvt) Ltd,17-07-2026,07:34:14,Kandy Branch,Vehicle,WP CAB 4521,Toyota Hiace,DIESEL,44.02,litres,311.02,13691.1,Ceypetco,RCP-611915,Cash,Chamath Jayasinghe,94621.0,,Very Hot,Emergency operations, Emergency fuel top-up. 
FT-202607-00296,LankaTech Solutions (Pvt) Ltd,05 Jul 2026,11:17:49,Galle,Generator,GEN-GAL-01,Diesel Generator, Diesel,97.26,L ,331.42,32233.91,,RCP-416239,Corporate Credit,Sahan Wijesinghe,,14.5,Flooding,Month-end deliveries,extra fuel
FT-202607-00717,LankaTech Solutions (Pvt) Ltd,31 Jul 2026,20:41:08,Colombo Head Office,Vehicle,SP CAB 7788,Toyota Hilux,diesel,91.46,l,301.44,27569.7,CEYPETCO,RCP-645325,Fuel Account,Dinesh Kumara,92202.0,,Wet Roads,Month-end deliveries, Consumption slightly higher due to wet roads. 
FT-202607-01372,LankaTech Solutions (Pvt) Ltd,2026-07-17,07:26:04,Kurunegala Warehouse,Vehicle,CP BDT 5521,Toyota TownAce,diesel,82.65,litres,314.5,25993.43,Local Fuel Station,RCP-950024,Company Fuel Card,Chamath Jayasinghe,180053.0,,Rain,Inter-branch transfer,refuelling completed at approved station.
FT-202607-01366,LankaTech Solutions (Pvt) Ltd,2026/07/28,16:17:56,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,DIESEL,90.93,L,321.41,29225.81,Company Fuel Depot,RCP-279181,Company Fuel Card,Dinesh Kumara,,11.1,Flooding,Inter-branch transfer,Month-end fuel requirement.
FT-202607-00721,LankaTech Solutions (Pvt) Ltd,09-07-2026,18:10:22,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator, Diesel,17.77,ltr,316.49,5624.03,Ceypetco ,RCP-399761,Company Fuel Card,Ruwan Bandara,,2.5,Rain,Month-end deliveries,Additional fuel required due to increased activity.
FT-202607-01022,LankaTech Solutions (Pvt) Ltd,04-07-2026,16:54:28,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,diesel ,77.8,litres,289.74,22541.77,Local Fuel Station,RCP-816306,corporate credit,Tharindu Silva,144248.0,,Rain,,Routine fuel purchase.
FT-202607-00659,LankaTech Solutions (Pvt) Ltd,03/07/2026,12:25:10,Kurunegala warehouse,Generator,GEN-KUR-01,Diesel Generator,DiesEl,36.89,liters,310.78,11464.67,Lanka IOC,RCP-983680,cash,Kasun Fernando,,5.8,Wet Roads,Routine operations,REFUELLING COMPLETED AT APPROVED STATION.
FT-202607-00105,LankaTech Solutions (Pvt) Ltd,03-Jul-2026,11:40:25,Colombo head office,Generator,GEN-CMB-01,Diesel Generator, Diesel,171.23,Litres,317.56,54375.8,Local Fuel Station,RCP-454082,Fuel Account,Nimal Perera,,18.0,Wet Roads,Emergency operations,Month-end fuel requirement.
FT-202607-01201,LankaTech Solutions (Pvt) Ltd,12/07/2026,17:56:35,Kandy Branch,Vehicle,WP KX 2345,Isuzu D-Max,diesel ,37.6,L ,311.47,11711.27,,RCP-111688,Company Fuel Card,Nimal Perera,81711.0,,Wet Roads,Emergency operations,consumption slightly higher due to wet roads.
FT-202607-00134,LankaTech Solutions (Pvt) Ltd,13 Jul 2026,08:43:17,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,18.62,liters,319.54,5949.83,Ceypetco,RCP-626110,Fuel Account,Lahiru Senanayake,,3.9,Normal,Warehouse operations,Routine fuel purchase.
FT-202607-01079,LankaTech Solutions (Pvt) Ltd,2026/07/14,10:50:55,colomboHeadOffice,Vehicle,WP CBA 1198,Toyota Corolla, Petrol,50.01,Litres,311.68,15587.12,Ceypetco,RCP-715703,fuel_account,Dinesh Kumara,75601.0,,Normal,Inter-branch transfer,ADDITIONAL FUEL REQUIRED DUE TO INCREASED ACTIVITY.
FT-202607-00242,LankaTech Solutions (Pvt) Ltd,2026/07/13,07:25:28,Kurunegala Warehouse,Vehicle,WP CAA 7812,Toyota Prius,PetRol,34.66,Litres,309.1,10713.41,Company Fuel Depot,RCP-923424,corporate credit,Tharindu Silva,141308.0,,Rain,Inter-branch transfer,Fuel issued for inter-branch transfer.
FT-202607-00693,LankaTech Solutions (Pvt) Ltd,2026-07-18,12:38:09,Colombo  Head Office,Generator,GEN-CMB-02,Diesel Generator,diesel,124.45,Ltrs,309.98,38577.01,Company Fuel Depot,RCP-453108,fuel_account,Dinesh Kumara,,12.9,Flooding,Inter-branch transfer,Extra trip completed from Colombo Head Office.
FT-202607-01068,LankaTech Solutions (Pvt) Ltd,2026/07/05,13:50:05,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf,diesel,23.71,Ltrs,309.99,7349.86,Lanka IOC,RCP-153866,cash,Lahiru Senanayake,162024.0,,Heavy Rain,Warehouse operations, Extra trip completed from Kandy Branch. 
FT-202607-01468,LankaTech Solutions (Pvt) Ltd,2026-07-03,16:01:50,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,diesel,99.82,litres,320.65,32007.28,Local Fuel Station,RCP-219150,Corporate Credit,Pradeep Kumar,,15.0,Normal,Emergency operations,EXTRA TRIP COMPLETED FROM KANDY BRANCH.
FT-202607-00845,LankaTech Solutions (Pvt) Ltd,2026/07/29,15:43:47,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel ,85.9,l,320.76,27553.28,Lanka IOC,RCP-414731,Company Fuel Card,Dinesh Kumara,37048.0,,Wet Roads,Maintenance work,Fuel issued as per request.
FT-202607-00675,LankaTech Solutions (Pvt) Ltd,2026/07/04,09:47:17,GALLE BRANCH,Vehicle,CP CAE 9911,Mitsubishi Canter, Diesel,60.73,l,287.72,17473.24,Local Fuel Station,RCP-831259,cash,Pradeep Kumar,85191.0,,Rain,Emergency operations,
FT-202607-00969,LankaTech Solutions (Pvt) Ltd,29-07-2026,10:07:54,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,82.6,Ltrs,310.62,25657.21,Lanka IOC,RCP-483057,Corporate Credit,Pradeep Kumar,,16.0,Normal,Routine operations,Fuel issued as per request.
FT-202607-00822,LankaTech Solutions (Pvt) Ltd,06-07-2026,08:34:57,Kurunegala Warehouse,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,54.07,Litres,313.93,16974.2,Company Fuel Depot,RCP-200478,Fuel Account,Ruwan Bandara,127721.0,,Rain,Inter-branch transfer,routine fuel purchase.
FT-202607-01143,LankaTech Solutions (Pvt) Ltd,10 Jul 2026,12:48:22,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,PETROL,61.11,Litres,322.09,19682.92,Local Fuel Station,RCP-391310,cash,Sahan Wijesinghe,40103.0,,Wet Roads,,Fuel purchased for operational requirement.
FT-202607-01421,LankaTech Solutions (Pvt) Ltd,2026/07/13,12:36:22,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator, Diesel,30.05,LTR,307.34,9235.57,Local Fuel Station,missing,Fuel Account,Ruwan Bandara,,5.7,Very Hot,Increased deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-01023,LankaTech Solutions (Pvt) Ltd,31/07/2026,18:08:23,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,DIESEL,56.66,L ,293.97,16656.34,Company Fuel Depot,RCP-894221,corporate credit,Nimal Perera,159468.0,,Normal,Client site visits,ROUTINE FUEL PURCHASE.
FT-202607-00703,LankaTech Solutions (Pvt) Ltd,2026-07-13,15:12:54,Colombo  Head Office,Vehicle,CP BDT 5521,Toyota TownAce,diesel ,28.41,l,286.25,8132.36,Lanka IOC,RCP-507189,corporate credit,Kasun Fernando,126413.0,,,Maintenance work,Fuel issued for maintenance work.
FT-202607-01156,LankaTech Solutions (Pvt) Ltd,2026-07-04,16:05:53,Galle Branch,Vehicle,WP QK 6723,Honda Fit,Petrol,52.41,L,313.79,16445.73,Company Fuel Depot,RCP-862906,fuel_account,Pradeep Kumar,164170.0,,Rain,Warehouse operations,Month-end fuel requirement. Higher than normal usage reported.
FT-202607-00201,LankaTech Solutions (Pvt) Ltd,17 Jul 2026,20:29:24,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,petrol,43.9,L,322.21,14145.02,Ceypetco,RCP-543061,FUEL CARD,Ruwan Bandara,63908.0,,Flooding,Month-end deliveries,Fuel issued for month-end deliveries.
FT-202607-00531,LankaTech Solutions (Pvt) Ltd,2026-07-23,13:05:16,Galle Branch,Vehicle,WP CAA 7812,Toyota Prius,PETROL,56.97,L,327.91,18681.03,Ceypetco,RCP-209907,company fuel card,Nimal Perera,155102.0,,Flooding,Increased deliveries,
FT-202607-01496,LankaTech Solutions (Pvt) Ltd,08-Jul-2026,10:09:40,KURUNEGALA WAREHOUSE,Generator,GEN-KUR-01,Diesel Generator,diesel ,63.8,L,291.49,18597.06,Local Fuel Station,RCP-323488,Fuel Account,Lahiru Senanayake,,10.1,Flooding,Maintenance work,month-end fuel requirement.
FT-202607-00946,LankaTech Solutions (Pvt) Ltd,03 Jul 2026,13:17:58,Kurunegala Warehouse,Vehicle,WP CAB 4521,Toyota Hiace,diesel ,17.66,L,316.76,5593.98,Company Fuel Depot,RCP-497460,cash,Nimal Perera,122035.0,,Very Hot,Routine operations, Vehicle refuelled before scheduled client visit. 
FT-202607-00353,lankatech solutions (pvt) ltd,07-Jul-2026,12:07:03,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator, diesel ,15.78,Ltrs,285.53,4505.66,Lanka IOC,RCP-816295,FUEL CARD,Lahiru Senanayake,,3.4,Normal,Increased deliveries,REFUELLING COMPLETED AT APPROVED STATION.
FT-202607-01442,LankaTech Solutions (Pvt) Ltd,24/07/2026,08:59:38,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,diesel  ,79.52,liters,296.07,23543.49,Lanka IOC,RCP-978290,,Ruwan Bandara,,15.9,Wet Roads,Client site visits,Additional fuel required due to increased activity.
FT-202607-00997,LankaTech Solutions (Pvt) Ltd,28/07/2026,19:55:45,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce,DIESEL ,76.72,litres,330.44,25351.36,Lanka IOC,RCP-975591,Company Fuel Card,Ruwan Bandara,154054.0,,Wet Roads,Routine operations,Regular diesel refill for Toyota TownAce.
FT-202607-00269,lankatech solutions (pvt) ltd,25-Jul-2026,17:47:59, Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,Diesel,47.78,Litres,295.88,14137.15,Lanka IOC,RCP-827972,cash,Lahiru Senanayake,,9.7,Very Hot,Maintenance work,Fuel issued for maintenance work.
FT-202607-00867,LankaTech Solutions (Pvt) Ltd,2026-07-08,18:52:26,Kurunegala Warehouse,Vehicle,WP QK 6723,Honda Fit,PETROL,28.21,l,341.95,9646.41,Lanka IOC,RCP-228298,cash,Pradeep Kumar,109217.0,,Heavy Rain,Emergency operations,
FT-202607-01323,LankaTech Solutions (Pvt) Ltd,31 Jul 2026,07:20:12,Colombo HQ,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel ,18.55,L ,290.87,5395.64,Ceypetco,RCP-399946,Corporate Credit,Sahan Wijesinghe,45454.0,,Wet Roads,Client site visits,Additional fuel required due to increased activity.
FT-202607-01163,LankaTech Solutions (Pvt) Ltd,28-Jul-2026,17:37:52,Colombo HO,Vehicle,WP CAA 7812,Toyota Prius,Petrol,28.57,Ltrs,334.11,9545.52,Local Fuel Station,RCP-622399,Company Fuel Card,Pradeep Kumar,98739.0,,Wet Roads,CLIENT SITE VISITS,Additional fuel required due to increased activity.
FT-202607-00639,LankaTech Solutions (Pvt) Ltd,07-07-2026,20:12:58,Colombo Head Office,Vehicle,WP QK 6723,Honda Fit, Petrol,48.23,Ltrs,335.15,16164.28,Local Fuel Station,RCP-373878,Cash,Amal Fernando,86052.0,,Very Hot,Client site visits,Extra trip completed from Colombo Head Office.
FT-202607-01089,LankaTech Solutions (Pvt) Ltd,04-07-2026,07:51:39,Kurunegala Warehouse,Vehicle,CP CAE 9911,Mitsubishi Canter,Diesel,65.5,L ,307.64,20150.42,Lanka IOC,RCP-476410,cash,Ruwan Bandara,130358.0,,Very Hot,Increased deliveries,Consumption slightly higher due to very hot.
FT-202607-00695,LankaTech Solutions (Pvt) Ltd,2026-07-18,15:37:33,Colombo Head Office,Vehicle,SP CAB 7788,Toyota Hilux,Diesel,36.99,L ,304.89,11277.88,Company Fuel Depot,RCP-637277,fuel_account,Tharindu Silva,119466.0,,Normal,Client site visits,Extra trip completed from Colombo Head Office.
FT-202607-00082,LankaTech Solutions (Pvt) Ltd,11/07/2026,10:10:48,colomboHeadOffice,Generator,GEN-CMB-02,Diesel Generator,diesel,111.15,LTR,334.57,37187.46,Lanka IOC,RCP-997859,Company Fuel Card,Nimal Perera,,13.6,Wet Roads,emergencyOperations,Fuel purchased for operational requirement.
FT-202607-00208,LankaTech Solutions (Pvt) Ltd,25-07-2026,10:51:35,Colombo  Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter,Diesel,66.42,ltr,300.34,19948.58,Lanka IOC,RCP-415561,company fuel card,Chamath Jayasinghe,37121.0,,Flooding,,Generator fuel top-up during routine operations.
FT-202607-00319,LankaTech Solutions (Pvt) Ltd,19/07/2026,17:18:30,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,Diesel,41.59,L,320.56,13332.09,Company Fuel Depot,RCP-866621,Corporate Credit,Nimal Perera,156279.0,,Normal,Increased deliveries,Month-end fuel requirement.
FT-202607-00203,LankaTech Solutions (Pvt) Ltd,27/07/2026,17:41:44,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator, Diesel,104.24,liters,334.46,34864.11,Ceypetco,RCP-274956,Corporate Credit,Kasun Fernando,,15.3,Heavy Rain,Client site visits,Fuel issued as per request.
FT-202607-00172,LankaTech Solutions (Pvt) Ltd,19-07-2026,10:37:55,Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf,diesel,35.12,Litres,311.52,10940.58,Ceypetco,RCP-838187,Cash,Dinesh Kumara,24436.0,,Wet Roads,Increased deliveries,Fuel issued for increased deliveries.
FT-202607-01130,LankaTech Solutions (Pvt) Ltd,02/07/2026,14:00:24,Colombo Head Office,vehicle,WP CAB 4521,Toyota Hiace,DIESEL,64.17,Ltrs,293.25,18817.85,Local Fuel Station,RCP-628705,FUEL CARD,Dinesh Kumara,170448.0,,Normal,Warehouse operations,routine fuel purchase.
FT-202607-01348,lankatechSolutions(Pvt)Ltd,2026-07-25,20:48:25,galleBranch,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,50.09,L  ,343.63,17212.43,Lanka IOC,RCP-484518,corporate credit,Tharindu Silva,30750.0,,Heavy Rain,Increased deliveries, additional fuel required due to increased activity. 
FT-202607-01058,LankaTech Solutions (Pvt) Ltd,23-Jul-2026,07:45:18,Galle Branch,Vehicle,WP CAB 4521,Toyota Hiace,diesel,62.83,LTR,285.99,17968.75,Ceypetco,RCP-524700,cash,Kasun Fernando,71304.0,,Flooding,Client site visits,Month-end fuel requirement.
FT-202607-01408,LankaTech Solutions (Pvt) Ltd,19/07/2026,20:07:23,Kandy Branch,Vehicle,SP CAB 7788,Toyota Hilux,Diesel,88.73,ltr,315.23,27970.36,Local Fuel Station,RCP-271923,cash,Tharindu Silva,68060.0,,Wet Roads,maintenance work,Fuel purchased for operational requirement.
FT-202607-00640,LankaTech Solutions (Pvt) Ltd,27-Jul-2026,12:36:58,Kurunegala Warehouse,Vehicle,WP RAB 3842,Isuzu Elf,diesel,19.46,L ,299.67,5831.58,Local Fuel Station,RCP-873202,Fuel Account,Pradeep Kumar,99856.0,,Wet Roads,Emergency operations,Additional trip resulted in higher consumption.
FT-202607-00314,LankaTech Solutions (Pvt) Ltd,05/07/2026,09:29:32,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,DiesEl,88.14,l,307.44,27097.76,Company Fuel Depot,RCP-125089,cash,Chamath Jayasinghe,129251.0,,Rain,Month-end deliveries,
FT-202607-01112,LankaTech Solutions (Pvt) Ltd,23-07-2026,06:47:35,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter, Diesel,69.63,l,331.85,23106.72,Local Fuel Station,RCP-686061,FUEL CARD,Ruwan Bandara,64150.0,,Heavy Rain,Emergency operations,see receipt
FT-202607-01100,LankaTech Solutions (Pvt) Ltd,06-Jul-2026,16:43:56,Kurunegala Warehouse,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,24.33,L ,315.65,7679.76,Ceypetco,RCP-974248,corporate credit,Nimal Perera,56558.0,,Wet Roads,Emergency operations, Generator fuel top-up during emergency operations. 
FT-202607-01460,LankaTech Solutions (Pvt) Ltd,10-07-2026,13:06:58,Galle Branch,Vehicle,WP RAB 3842,Isuzu Elf,DiesEl,77.36,L,306.57,23716.26,Ceypetco,RCP-785470,cash,Dinesh Kumara,67801.0,,Heavy Rain,Client site visits,Refuelling completed at approved station.
FT-202607-01166,LankaTech Solutions (Pvt) Ltd,2026-07-17,08:42:46,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,diesel ,33.14,l,303.7,10064.62,,RCP-838222,company fuel card,Amal Fernando,,6.4,Rain,Month-end deliveries,Additional trip resulted in higher consumption.
FT-202607-00840,LankaTech Solutions (Pvt) Ltd,2026/07/28,08:32:43,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator,diesel,89.52,l,312.06,27935.61,Lanka IOC,RCP-305764,corporate credit,Lahiru Senanayake,,10.1,Heavy Rain,Emergency operations,Emergency fuel top-up.
FT-202607-01427,LankaTech Solutions (Pvt) Ltd,06/07/2026,08:00:19,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,diesel,84.88,ltr,334.13,28360.95,Local Fuel Station,RCP-843686,Fuel Account,Lahiru Senanayake,23582.0,,Rain,Month-end deliveries,Month-end fuel requirement.
FT-202607-00895,LankaTech Solutions (Pvt) Ltd,10-Jul-2026,06:00:38,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,DIESEL,91.07,Ltrs,334.57,30469.29,Company Fuel Depot,RCP-842759,FUEL CARD,Amal Fernando,114704.0,,Rain,Increased deliveries, FUEL ISSUED AS PER REQUEST. 
FT-202607-00952,LankaTech Solutions (Pvt) Ltd,05 Jul 2026,10:39:28,Colombo HQ,Vehicle,WP CAZ 9034,Suzuki Wagon R, Petrol,34.18,LTR,327.86,11206.25,Lanka IOC,RCP-441109,Fuel Account,Amal Fernando,125210.0,,Rain,Increased deliveries,Refuelling completed at approved station.
FT-202607-00075,LankaTech Solutions (Pvt) Ltd,22/07/2026,07:49:43,Colombo HO,Vehicle,WP CBA 1198,Toyota Corolla, Petrol,20.47,L ,312.57,6398.31,Ceypetco,RCP-784697,Fuel Account,Nimal Perera,111146.0,,Wet Roads,Routine operations,Fuel receipt entered manually by admin.
FT-202607-00869,LankaTech Solutions (Pvt) Ltd,31/07/2026,08:56:46,Colombo HQ,Generator,GEN-CMB-01,Diesel Generator,DIESEL,31.02,Litres,314.08,9742.76,Lanka IOC,RCP-509254,cash,Tharindu Silva,,4.1,Heavy Rain,Increased deliveries,Refuelling completed at approved station.
FT-202607-00472,LankaTech Solutions (Pvt) Ltd,03 Jul 2026,06:25:40,Kurunegala Warehouse,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,47.09,ltr,328.63,15475.19,Local Fuel Station,RCP-422309,CASH,Sahan Wijesinghe,72768.0,,Rain,Inter-branch transfer,Emergency fuel top-up.
FT-202607-00517,LankaTech Solutions (Pvt) Ltd,01 Jul 2026,14:36:17,Colombo HO,Vehicle,SP CAB 7788,Toyota Hilux,DiesEl,81.92,Litres,324.7,26599.42,Ceypetco,RCP-254518,Corporate Credit,Kasun Fernando,188290.0,,Very Hot,month-end deliveries,Additional fuel required due to increased activity.
FT-202607-00450,LankaTech Solutions (Pvt) Ltd,09-07-2026,19:14:01,KANDY BRANCH,Vehicle,WP CAB 4521,Toyota Hiace,DiesEl,54.71,litres,333.12,18225.0,Lanka IOC,RCP-213381,corporate credit,Sahan Wijesinghe,184320.0,,Flooding,Client site visits,Fuel issued for client site visits.
FT-202607-00660,LankaTech Solutions (Pvt) Ltd,29 Jul 2026,11:58:51,Galle Branch,Vehicle,WP CBA 1198,Toyota Corolla,PETROL,47.2,l,305.56,14422.43,COMPANY FUEL DEPOT,RCP-195528,Company Fuel Card,Chamath Jayasinghe,50369.0,,Very Hot,Increased deliveries,Refuelling completed at approved station.
FT-202607-00757,LankaTech Solutions (Pvt) Ltd,2026/07/27,13:27:41,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,diesel,19.76,ltr,302.4,5975.42,Lanka IOC,RCP-545029,corporate credit,Nimal Perera,41862.0,,Very Hot,,Regular diesel refill for Isuzu Elf.
